employee_id,system 32,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,FT/PT
1549,Finance,region_2,Bachelor's,m,sourcing,2,38,4,3,0,0,59,FT
48465,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,46,4,21,0,0,44,FT
62275,Sales & Marketing,region_22,Bachelor's,m,other,1,33,5,2,1,0,49,FT
9135,Procurement,region_22,Master's & above,m,sourcing,1,33,1,9,1,0,69,FT
6443,Legal,region_22,Bachelor's,m,other,1,29,1,3,0,0,60,FT
31642,Sales & Marketing,region_4,Bachelor's,m,other,1,30,2,7,0,0,51,FT
56643,Operations,region_31,Bachelor's,f,sourcing,1,27,3,2,0,0,63,FT
17429,Technology,region_26,Master's & above,m,other,1,39,3,14,0,0,77,FT
27740,Sales & Marketing,region_24,Bachelor's,m,other,1,34,2,9,0,0,47,FT
38295,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,35,3,5,0,0,52,FT
58109,Procurement,region_13,Bachelor's,m,other,1,26,3,3,0,0,64,FT
39325,Technology,region_33,Bachelor's,m,sourcing,1,29,2,2,0,0,82,FT
15568,Sales & Marketing,region_6,Bachelor's,f,other,1,33,1,5,0,0,49,FT
71755,Procurement,region_22,Bachelor's,m,other,1,30,4,7,1,0,73,FT
4004,Technology,region_2,Bachelor's,f,referred,1,53,5,17,0,0,80,FT
1293,Technology,region_31,Bachelor's,m,other,2,30,4,3,0,0,80,FT
48649,Sales & Marketing,region_28,Master's & above,m,other,1,47,5,18,0,0,52,FT
68773,Procurement,region_31,Bachelor's,m,other,1,34,4,2,1,0,69,FT
33505,Procurement,region_12,Bachelor's,m,sourcing,2,29,4,2,0,0,71,FT
60009,Analytics,region_16,Bachelor's,m,other,1,37,5,8,0,0,81,FT
38584,Sales & Marketing,region_14,Bachelor's,m,other,1,24,3,2,1,1,51,FT
40263,Sales & Marketing,region_2,Master's & above,f,other,1,43,4,2,1,0,48,FT
1704,Operations,region_22,Master's & above,m,sourcing,1,50,5,13,1,0,64,FT
5551,HR,region_29,Bachelor's,m,other,1,35,5,10,1,0,49,FT
51108,Sales & Marketing,region_11,Bachelor's,m,other,1,31,3,6,0,0,46,FT
38693,Sales & Marketing,region_7,,m,other,1,20,,1,0,0,48,FT
52313,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,25,2,2,0,0,48,FT
27399,Legal,region_7,Bachelor's,m,other,1,34,5,5,1,0,63,FT
77897,Technology,region_33,Bachelor's,f,other,2,27,,1,0,0,77,FT
21119,HR,region_11,Master's & above,m,other,2,39,3,10,0,0,53,FT
2028,Finance,region_14,Bachelor's,m,other,2,31,2,3,0,0,65,FT
78208,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,4,2,1,0,48,FT
22719,Procurement,region_2,Below Secondary,m,other,1,21,5,2,1,0,72,FT
75197,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,34,4,8,0,0,50,FT
66332,HR,region_29,Bachelor's,m,other,1,33,3,6,1,0,52,FT
1936,Technology,region_31,Bachelor's,m,sourcing,1,30,3,4,0,0,78,FT
64055,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,33,5,6,0,0,52,FT
39869,Sales & Marketing,region_5,Bachelor's,m,other,1,27,,1,0,0,51,FT
45295,Analytics,region_7,Master's & above,m,sourcing,2,35,3,6,1,0,87,FT
3965,Procurement,region_2,Below Secondary,m,sourcing,2,22,,1,0,0,71,FT
5762,Analytics,region_29,Bachelor's,m,other,1,29,3,2,1,0,82,FT
32229,Technology,region_11,Bachelor's,f,sourcing,1,28,4,5,0,0,78,FT
3571,Technology,region_13,Bachelor's,f,other,1,39,3,4,1,0,77,FT
9781,Sales & Marketing,region_27,Bachelor's,f,other,1,29,4,5,0,0,49,FT
52028,Sales & Marketing,region_7,Master's & above,m,sourcing,1,40,2,12,0,0,48,FT
56501,Operations,region_6,Bachelor's,m,other,1,31,,1,0,0,64,FT
25518,Operations,region_15,Master's & above,m,sourcing,1,41,5,9,0,1,79,FT
47554,Technology,region_2,Bachelor's,m,referred,2,27,,1,0,0,82,FT
50327,Operations,region_22,Master's & above,f,sourcing,1,35,3,5,1,0,55,FT
32741,Operations,region_22,Bachelor's,f,other,1,27,2,3,0,0,59,FT
10194,Analytics,region_22,Bachelor's,f,sourcing,1,30,5,9,1,0,85,FT
62000,Finance,region_2,Bachelor's,m,other,1,37,5,9,0,0,60,FT
75353,Technology,region_2,Below Secondary,f,other,1,22,5,2,1,0,79,FT
55332,Procurement,region_15,Master's & above,m,other,1,34,5,7,1,0,70,FT
21718,Operations,region_14,Bachelor's,f,other,2,27,5,2,1,0,60,FT
8679,Operations,region_22,Bachelor's,m,other,1,46,5,6,1,0,60,FT
27733,Operations,region_25,Master's & above,f,sourcing,1,33,4,4,1,0,53,FT
56015,Sales & Marketing,region_32,Bachelor's,f,other,1,29,5,2,0,0,51,FT
23302,Sales & Marketing,region_7,,m,sourcing,1,39,1,9,0,0,48,FT
11739,Procurement,region_24,Bachelor's,f,other,1,25,,1,0,0,67,FT
61814,Operations,region_27,Bachelor's,f,other,1,33,2,3,0,0,58,FT
36376,Operations,region_21,Bachelor's,m,sourcing,1,30,4,5,0,0,60,FT
69701,Analytics,region_2,Bachelor's,m,sourcing,1,38,1,8,0,0,84,FT
60516,Operations,region_15,Bachelor's,m,other,1,31,5,7,0,0,59,FT
77792,Operations,region_13,Master's & above,f,other,1,43,2,10,1,0,62,FT
22223,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,,1,0,0,49,FT
67372,Procurement,region_2,Bachelor's,m,other,2,45,3,4,0,0,69,FT
26837,Procurement,region_15,Bachelor's,m,other,1,27,5,5,1,0,65,FT
73081,Procurement,region_19,Bachelor's,m,other,1,41,4,6,1,0,63,FT
63418,Sales & Marketing,region_2,Bachelor's,m,other,1,47,5,13,0,0,50,FT
61536,Analytics,region_15,Bachelor's,m,sourcing,1,35,1,3,1,0,88,FT
37738,Legal,region_22,Bachelor's,f,sourcing,1,30,,1,1,0,59,FT
41205,Finance,region_5,Bachelor's,m,other,1,34,3,8,0,0,58,FT
60251,Technology,region_27,Below Secondary,f,other,1,24,3,3,0,0,79,FT
19375,Operations,region_22,Master's & above,m,other,1,36,5,3,1,0,56,PT
23268,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,1,8,0,0,49,PT
72012,Procurement,region_2,Bachelor's,f,other,1,24,,1,1,0,70,PT
47150,R&D,region_22,Master's & above,f,sourcing,1,31,4,2,1,0,82,PT
29433,Technology,region_2,Master's & above,m,sourcing,1,43,3,13,0,0,79,PT
833,Operations,region_15,,m,sourcing,1,33,3,5,1,0,62,PT
74837,Sales & Marketing,region_23,Bachelor's,m,other,1,41,5,6,1,0,49,PT
34915,Operations,region_13,Bachelor's,m,sourcing,1,34,4,4,0,0,60,PT
67900,Technology,region_7,Master's & above,f,other,1,45,3,4,0,0,80,PT
56966,Sales & Marketing,region_2,Bachelor's,m,other,1,41,4,4,1,0,53,PT
59329,Legal,region_13,Bachelor's,m,other,1,28,3,2,1,0,60,PT
70815,Analytics,region_22,Bachelor's,m,other,1,42,3,18,1,0,85,PT
22613,Operations,region_15,Bachelor's,m,sourcing,1,32,3,5,1,0,56,PT
1910,Finance,region_22,Bachelor's,m,other,1,39,3,5,0,0,64,PT
27637,Operations,region_22,Master's & above,m,other,1,42,5,14,1,0,60,PT
15379,Operations,region_2,Bachelor's,m,other,1,58,3,33,0,0,63,PT
52640,Operations,region_2,Bachelor's,m,sourcing,1,40,3,3,1,1,59,PT
27825,Technology,region_2,Bachelor's,m,other,2,25,,1,1,0,82,PT
26862,Finance,region_2,Below Secondary,m,other,1,24,,1,0,0,61,PT
65519,Technology,region_5,Bachelor's,m,other,1,27,2,4,0,0,80,PT
17920,Analytics,region_7,Bachelor's,m,other,1,37,3,3,1,0,82,PT
28011,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,42,5,4,0,0,49,PT
13842,Operations,region_27,Master's & above,m,sourcing,1,39,5,7,1,0,59,PT
52511,Procurement,region_2,Bachelor's,m,sourcing,1,31,4,9,1,0,75,PT
34935,Sales & Marketing,region_16,Master's & above,f,other,2,32,1,4,0,0,49,PT
60401,HR,region_2,Master's & above,f,other,1,59,3,19,0,0,50,PT
5464,Technology,region_4,Master's & above,f,other,1,36,2,7,0,0,76,PT
70658,Operations,region_15,Master's & above,m,sourcing,2,38,4,5,0,0,59,PT
32286,Technology,region_5,Bachelor's,f,other,1,28,5,4,1,0,83,PT
35683,Sales & Marketing,region_2,Bachelor's,m,referred,1,40,4,10,1,0,48,PT
38475,Sales & Marketing,region_7,,m,other,1,24,,1,1,0,49,PT
55286,Sales & Marketing,region_13,Bachelor's,m,other,2,29,3,2,0,0,47,PT
40995,Technology,region_2,Master's & above,f,sourcing,1,45,3,12,0,0,80,PT
16253,Operations,region_2,Master's & above,f,other,3,50,5,6,1,0,61,PT
39768,Procurement,region_2,Master's & above,f,sourcing,1,43,3,3,1,0,69,PT
57280,Operations,region_32,Bachelor's,m,other,1,26,,1,1,1,54,PT
54869,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,30,1,5,0,0,53,PT
37435,Technology,region_26,Bachelor's,f,sourcing,1,38,3,10,0,0,83,PT
67152,Analytics,region_7,Master's & above,m,sourcing,1,36,4,3,1,0,88,PT
42452,Procurement,region_17,Bachelor's,f,sourcing,1,60,4,7,1,0,67,PT
46390,HR,region_2,Bachelor's,m,other,1,41,3,17,0,0,44,PT
63348,Sales & Marketing,region_7,Master's & above,m,other,1,36,3,2,1,0,49,PT
32830,Technology,region_22,Master's & above,m,other,2,33,3,4,0,0,80,PT
6393,Operations,region_22,Master's & above,f,other,1,40,3,7,1,0,57,PT
50932,Analytics,region_2,Master's & above,m,other,2,51,4,7,0,0,80,PT
68982,Finance,region_22,Bachelor's,m,other,3,28,1,3,0,0,61,FT
69120,Procurement,region_2,Master's & above,f,sourcing,1,42,5,11,1,0,69,FT
29632,HR,region_2,Bachelor's,m,sourcing,3,60,5,11,0,0,50,FT
38056,Operations,region_2,Bachelor's,f,sourcing,1,36,3,5,0,0,59,FT
8232,Operations,region_15,Bachelor's,m,other,2,37,5,7,0,0,53,FT
43753,Analytics,region_2,Master's & above,m,sourcing,1,36,5,5,1,0,81,FT
60016,Analytics,region_2,Master's & above,m,sourcing,1,54,3,15,0,0,84,FT
2382,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,46,1,14,0,0,52,FT
47779,Sales & Marketing,region_30,Bachelor's,m,other,1,28,,1,0,0,53,FT
44389,Technology,region_10,Master's & above,m,sourcing,1,38,3,3,0,0,79,FT
76572,Finance,region_11,Master's & above,m,other,1,32,4,6,0,0,61,FT
49949,Technology,region_2,Master's & above,f,sourcing,1,40,2,12,0,0,86,FT
69696,Procurement,region_17,Bachelor's,f,other,2,30,3,7,1,0,71,FT
36753,Analytics,region_28,,m,other,2,34,4,7,1,0,82,FT
36869,Technology,region_33,Bachelor's,f,sourcing,1,38,3,10,0,0,77,FT
28590,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,46,1,20,0,0,49,FT
66698,Sales & Marketing,region_2,Bachelor's,m,other,1,20,,1,0,0,48,FT
62276,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,27,4,4,0,0,53,FT
45014,Analytics,region_31,Bachelor's,m,sourcing,1,32,3,10,0,0,84,FT
19250,Operations,region_12,Bachelor's,m,other,3,30,4,3,0,0,60,FT
3820,Procurement,region_2,Bachelor's,m,sourcing,1,57,3,28,0,0,70,FT
23484,Procurement,region_20,Master's & above,f,sourcing,1,32,1,5,0,0,68,FT
69033,Finance,region_2,Bachelor's,m,sourcing,1,25,3,2,1,0,62,FT
32139,R&D,region_2,Bachelor's,m,other,1,33,3,2,0,0,87,FT
64314,Operations,region_7,Bachelor's,m,sourcing,1,27,5,5,0,0,60,FT
60782,Operations,region_22,Master's & above,m,sourcing,1,51,4,22,0,0,56,FT
59865,Technology,region_23,Master's & above,f,sourcing,2,35,4,8,0,0,81,FT
49003,Technology,region_2,Bachelor's,f,other,1,32,4,4,1,0,79,FT
69414,Sales & Marketing,region_15,Master's & above,m,other,1,30,3,4,0,0,49,FT
66956,Operations,region_25,Bachelor's,m,other,1,29,5,4,1,0,57,FT
41044,Technology,region_4,Master's & above,m,other,1,37,5,3,1,0,80,FT
72492,Operations,region_22,Bachelor's,m,other,1,39,1,5,0,0,55,FT
1217,Legal,region_20,Bachelor's,m,other,1,31,3,2,0,0,59,FT
60428,Finance,region_2,Bachelor's,m,other,1,60,5,7,0,0,60,FT
3780,Technology,region_7,Bachelor's,f,sourcing,1,37,3,2,1,0,89,FT
34998,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,36,3,7,0,0,48,FT
68440,Analytics,region_5,Bachelor's,m,sourcing,1,31,1,2,0,0,80,FT
67301,Sales & Marketing,region_23,Master's & above,m,other,2,40,1,13,0,0,48,FT
19977,Operations,region_7,Bachelor's,f,sourcing,1,32,4,5,0,0,59,FT
10771,Sales & Marketing,region_22,,m,other,1,27,5,2,0,0,50,FT
15168,Analytics,region_31,Bachelor's,m,sourcing,2,35,2,2,0,0,83,FT
9274,Technology,region_13,Master's & above,m,other,1,43,5,14,1,0,83,FT
6133,Analytics,region_22,Bachelor's,m,other,2,28,5,2,1,0,92,FT
25206,Analytics,region_19,Bachelor's,m,sourcing,2,38,3,14,0,0,84,FT
46728,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,25,2,2,1,0,44,FT
11155,Finance,region_4,Bachelor's,m,sourcing,1,33,5,6,1,0,62,FT
35589,Sales & Marketing,region_2,Bachelor's,m,other,1,57,1,7,0,0,51,FT
54605,Legal,region_26,Bachelor's,m,other,1,34,5,6,1,0,57,FT
38344,Sales & Marketing,region_22,Bachelor's,m,other,1,48,3,8,0,0,52,FT
29288,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,43,1,3,1,0,48,FT
67683,Technology,region_14,Bachelor's,f,other,1,29,3,4,0,0,74,FT
52735,Operations,region_26,Master's & above,f,other,1,49,5,3,1,0,63,FT
72433,Operations,region_22,Bachelor's,m,sourcing,1,26,,1,1,0,55,FT
21548,Analytics,region_2,Bachelor's,m,sourcing,2,24,3,2,0,0,84,FT
33675,R&D,region_22,Master's & above,m,other,2,37,5,4,0,0,84,FT
29919,Sales & Marketing,region_7,Bachelor's,f,sourcing,4,28,,1,0,0,54,FT
9207,Technology,region_33,Bachelor's,f,other,1,36,5,2,0,0,79,FT
32249,Operations,region_7,Master's & above,m,other,2,39,3,7,1,0,57,FT
61497,Sales & Marketing,region_22,Bachelor's,m,referred,2,30,,1,0,0,48,FT
45593,Operations,region_2,Master's & above,m,sourcing,1,43,5,15,1,0,66,FT
40246,Sales & Marketing,region_26,Master's & above,m,other,1,37,3,4,0,0,60,FT
42879,Sales & Marketing,region_27,Bachelor's,m,other,1,32,3,4,1,0,45,FT
27064,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,29,1,7,0,0,49,FT
29835,Operations,region_31,Bachelor's,m,sourcing,1,34,4,4,0,0,57,FT
47179,Operations,region_2,Master's & above,m,sourcing,1,54,3,19,0,0,60,FT
16690,Operations,region_28,Bachelor's,m,sourcing,1,35,4,4,0,0,61,FT
53907,Analytics,region_34,Bachelor's,m,sourcing,1,27,3,3,1,0,82,FT
60699,HR,region_2,Bachelor's,m,other,1,28,,1,0,0,49,FT
60526,Finance,region_22,Master's & above,m,sourcing,3,34,5,3,1,0,58,FT
30580,Sales & Marketing,region_2,,m,other,1,32,3,5,0,0,45,FT
7932,Analytics,region_31,Bachelor's,m,sourcing,1,43,3,6,1,0,86,FT
27206,Sales & Marketing,region_2,Bachelor's,m,referred,2,28,,1,1,0,50,FT
20482,Operations,region_2,Bachelor's,m,sourcing,1,46,3,17,0,0,60,FT
32882,Sales & Marketing,region_29,,f,sourcing,1,28,3,4,0,0,45,FT
11586,Sales & Marketing,region_31,Bachelor's,m,other,1,31,3,4,1,0,46,FT
29201,Analytics,region_7,,m,sourcing,3,24,3,2,0,0,81,FT
47207,Procurement,region_26,Bachelor's,m,other,1,33,4,2,0,0,73,FT
68680,HR,region_2,Bachelor's,f,sourcing,1,29,5,4,0,0,49,FT
19782,Procurement,region_2,Bachelor's,f,other,2,43,3,11,0,0,70,FT
34731,Procurement,region_24,Bachelor's,f,other,1,25,3,3,0,0,72,FT
35265,Operations,region_7,Bachelor's,m,other,1,54,3,17,0,0,58,PT
65764,Finance,region_11,Bachelor's,f,sourcing,1,31,4,6,0,0,58,PT
15519,Analytics,region_26,Master's & above,m,other,1,33,5,6,1,0,97,PT
37156,Sales & Marketing,region_15,Bachelor's,m,other,1,33,5,5,1,0,43,PT
13658,Finance,region_7,Bachelor's,m,other,1,30,3,2,0,0,57,PT
58398,Operations,region_2,Bachelor's,m,sourcing,1,25,,1,1,0,58,PT
17984,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,5,4,0,0,47,PT
47798,HR,region_2,Bachelor's,m,referred,1,28,,1,0,0,50,PT
5760,Sales & Marketing,region_22,Master's & above,m,other,1,29,4,2,0,0,44,PT
43742,Sales & Marketing,region_14,Master's & above,m,sourcing,1,34,3,7,1,0,48,PT
62087,Sales & Marketing,region_2,,m,sourcing,1,34,5,4,1,0,52,PT
60870,Sales & Marketing,region_28,Bachelor's,m,other,1,38,5,4,1,0,50,PT
66214,Sales & Marketing,region_22,,m,sourcing,1,23,,1,0,0,50,PT
53682,Sales & Marketing,region_2,Master's & above,m,sourcing,1,34,4,10,1,0,85,PT
15628,Operations,region_31,Bachelor's,f,sourcing,1,30,5,7,0,0,59,PT
52752,Analytics,region_13,Master's & above,m,sourcing,1,38,4,10,0,0,85,PT
62323,Procurement,region_4,Master's & above,m,other,1,37,5,3,0,0,67,PT
54738,Sales & Marketing,region_15,Master's & above,m,other,1,41,2,3,0,0,47,PT
18377,Operations,region_31,Bachelor's,m,other,1,38,3,9,0,0,61,PT
38377,Sales & Marketing,region_15,,m,other,1,30,3,3,0,0,49,PT
14919,Sales & Marketing,region_13,Master's & above,m,other,1,48,3,25,0,0,46,PT
23915,Technology,region_22,Bachelor's,m,other,1,29,4,5,0,0,77,PT
28278,Procurement,region_26,Bachelor's,m,other,2,31,5,3,1,0,73,PT
70934,Sales & Marketing,region_2,Bachelor's,m,other,1,32,2,6,0,0,50,PT
10579,Sales & Marketing,region_26,Bachelor's,m,other,1,38,5,7,0,0,49,PT
71960,Procurement,region_14,Master's & above,m,sourcing,1,36,4,4,1,0,75,PT
22721,Analytics,region_2,Master's & above,m,sourcing,1,46,1,2,0,0,83,PT
73839,Sales & Marketing,region_13,Bachelor's,m,other,1,38,5,9,1,0,49,PT
35253,Sales & Marketing,region_11,Bachelor's,m,other,1,40,1,9,0,0,46,PT
57427,Operations,region_19,Master's & above,m,other,1,50,3,15,0,0,58,PT
43280,Operations,region_29,Bachelor's,m,sourcing,1,40,4,8,0,0,58,PT
74561,Sales & Marketing,region_1,Master's & above,m,sourcing,1,37,3,9,0,0,51,PT
50996,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,28,5,3,0,0,50,PT
76506,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,35,1,10,0,0,47,PT
10824,Procurement,region_23,Master's & above,f,other,1,34,5,9,0,0,82,PT
51465,Sales & Marketing,region_23,Master's & above,m,other,2,38,5,6,1,0,48,PT
60504,Sales & Marketing,region_13,,m,sourcing,1,32,4,5,0,0,44,PT
77956,Sales & Marketing,region_2,Bachelor's,m,other,1,46,5,15,0,0,50,PT
6388,Operations,region_4,Bachelor's,m,other,1,28,3,4,0,0,63,PT
24209,Finance,region_22,Bachelor's,m,sourcing,2,28,4,2,1,0,60,PT
18979,Operations,region_22,Master's & above,m,sourcing,1,34,4,3,0,0,77,PT
31587,Technology,region_25,Bachelor's,m,other,2,29,3,3,0,0,77,PT
625,Analytics,region_4,Bachelor's,m,sourcing,1,35,3,6,1,0,81,PT
8888,Analytics,region_29,Master's & above,m,other,1,35,1,7,0,0,86,PT
40547,Procurement,region_15,Master's & above,m,other,1,44,3,2,0,0,71,PT
57508,HR,region_2,Bachelor's,f,sourcing,1,28,3,2,0,0,48,FT
55703,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,54,4,17,0,0,50,FT
41987,Procurement,region_23,Master's & above,f,other,1,37,1,7,0,0,71,FT
10479,Analytics,region_4,Bachelor's,m,other,1,35,2,7,1,0,85,FT
31613,Operations,region_12,Bachelor's,f,sourcing,1,43,4,5,1,0,59,FT
23326,Analytics,region_2,Bachelor's,m,other,2,33,4,4,1,0,85,FT
35511,Operations,region_2,Bachelor's,f,other,1,35,5,6,0,0,59,FT
74750,Procurement,region_2,Master's & above,m,other,2,53,3,8,0,0,70,FT
31995,Operations,region_31,Bachelor's,f,sourcing,1,27,5,2,0,0,62,FT
69865,Finance,region_2,Bachelor's,f,sourcing,1,37,3,12,0,0,63,FT
76891,Technology,region_2,Bachelor's,m,other,1,56,1,28,0,0,78,FT
20525,Sales & Marketing,region_2,Master's & above,m,sourcing,2,43,3,2,0,0,47,FT
54277,Sales & Marketing,region_9,Master's & above,m,sourcing,1,32,4,9,0,0,50,FT
2052,Finance,region_8,Bachelor's,f,other,1,28,5,3,1,0,63,FT
45759,Analytics,region_31,Bachelor's,m,other,2,32,2,9,0,0,84,FT
69194,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,41,2,13,0,0,48,FT
12528,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,54,5,24,1,0,48,FT
75442,Procurement,region_15,Master's & above,m,sourcing,1,31,3,7,0,0,67,FT
49424,Analytics,region_7,Bachelor's,m,other,1,32,5,6,1,0,92,FT
49340,Sales & Marketing,region_8,Bachelor's,f,other,1,32,3,4,0,0,49,FT
69906,Sales & Marketing,region_4,Master's & above,m,sourcing,3,39,3,5,0,0,46,FT
47100,Sales & Marketing,region_15,Master's & above,m,sourcing,2,38,1,7,1,1,49,FT
36301,Technology,region_2,Bachelor's,f,other,2,43,4,7,0,0,80,FT
70435,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,32,1,2,0,0,54,FT
4848,Sales & Marketing,region_4,Master's & above,m,other,1,31,5,4,1,0,48,FT
48057,Sales & Marketing,region_16,Bachelor's,m,other,2,33,3,5,0,0,47,FT
27550,Sales & Marketing,region_2,Bachelor's,m,other,1,45,5,18,1,0,49,FT
338,Operations,region_32,Bachelor's,f,sourcing,1,38,5,10,1,0,57,FT
41216,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,33,2,5,0,0,51,FT
39726,Operations,region_17,Master's & above,m,other,2,33,3,4,1,1,61,FT
33155,Sales & Marketing,region_27,Master's & above,m,sourcing,1,37,5,3,1,0,45,FT
64186,Sales & Marketing,region_2,Master's & above,m,other,2,45,3,16,0,0,46,FT
70335,Analytics,region_19,Bachelor's,m,other,1,36,5,8,0,0,85,FT
69562,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,31,2,6,1,0,49,FT
56188,Procurement,region_2,Bachelor's,f,other,1,55,4,15,0,0,68,FT
48881,Operations,region_2,Bachelor's,f,other,1,43,3,5,0,0,58,FT
31191,Procurement,region_16,Bachelor's,f,other,1,31,4,5,0,0,71,FT
61854,Operations,region_31,Bachelor's,m,sourcing,1,33,3,3,0,0,62,FT
20358,Sales & Marketing,region_25,Bachelor's,m,other,2,31,1,6,0,0,48,FT
69561,Operations,region_7,Bachelor's,m,sourcing,1,46,3,17,0,0,62,FT
29938,Analytics,region_12,Bachelor's,m,sourcing,1,27,4,2,0,0,85,FT
75681,Operations,region_11,Bachelor's,m,other,1,37,5,10,1,0,63,FT
50600,Sales & Marketing,region_2,Master's & above,m,other,1,40,2,8,0,0,46,FT
12007,Sales & Marketing,region_2,Bachelor's,f,other,2,28,3,6,0,0,51,FT
21456,HR,region_22,Master's & above,f,sourcing,1,36,4,7,0,0,54,FT
47588,Sales & Marketing,region_28,Master's & above,m,sourcing,1,40,3,10,0,0,50,FT
72886,Operations,region_2,Master's & above,m,other,1,36,5,4,1,0,61,FT
8436,Procurement,region_2,Master's & above,f,other,1,42,4,12,1,0,71,FT
13527,Operations,region_27,Master's & above,m,other,1,41,3,7,1,0,59,FT
52683,Finance,region_7,Master's & above,m,other,1,33,3,5,1,0,60,FT
5990,Technology,region_26,Bachelor's,m,sourcing,1,29,,1,0,0,78,FT
34693,Procurement,region_12,Bachelor's,f,sourcing,1,36,4,3,1,0,68,FT
20327,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,26,,1,0,0,49,FT
57421,Analytics,region_7,,m,sourcing,1,24,2,2,0,0,85,FT
40478,Operations,region_29,Master's & above,m,other,1,39,3,2,0,0,63,FT
62372,Analytics,region_22,Bachelor's,m,other,1,30,2,4,0,0,83,FT
41511,Finance,region_4,Bachelor's,m,sourcing,1,29,3,7,1,0,97,FT
29732,Technology,region_13,Bachelor's,m,other,1,37,3,3,0,0,78,FT
38253,Operations,region_2,Master's & above,m,other,2,40,3,11,1,0,63,FT
30961,Procurement,region_7,Bachelor's,m,other,1,36,1,3,0,0,68,FT
11640,Procurement,region_2,Bachelor's,m,sourcing,1,35,4,7,1,0,68,FT
13010,HR,region_2,Master's & above,f,other,1,51,3,17,0,0,44,FT
71051,Sales & Marketing,region_2,Master's & above,m,referred,1,33,3,4,1,0,50,FT
15838,Technology,region_6,Bachelor's,m,other,1,29,3,3,0,0,81,FT
41411,Sales & Marketing,region_2,Bachelor's,f,other,2,46,3,14,0,0,53,FT
15817,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,36,3,6,0,0,50,FT
15479,Operations,region_2,Master's & above,m,sourcing,1,50,3,9,0,0,59,FT
13793,Procurement,region_7,Below Secondary,f,sourcing,1,25,2,2,1,0,72,FT
23063,Analytics,region_15,Bachelor's,m,other,1,25,3,5,0,0,86,FT
37888,Sales & Marketing,region_15,Bachelor's,m,sourcing,4,30,3,5,0,0,52,FT
64452,Procurement,region_27,Bachelor's,f,sourcing,1,31,,1,0,0,64,FT
53877,Procurement,region_11,Bachelor's,f,other,1,31,3,4,0,0,70,FT
74131,Procurement,region_29,Master's & above,m,sourcing,1,44,3,7,1,0,71,FT
5511,HR,region_15,Bachelor's,m,sourcing,1,37,1,10,0,0,53,FT
22025,Analytics,region_30,Bachelor's,m,other,1,31,1,6,0,0,84,FT
21280,Operations,region_2,Master's & above,m,other,1,50,2,9,0,0,59,FT
31481,Technology,region_26,Bachelor's,f,sourcing,1,34,1,3,0,0,76,FT
30684,Sales & Marketing,region_2,Master's & above,f,other,2,38,1,7,0,0,48,FT
59376,Sales & Marketing,region_22,Bachelor's,m,other,3,31,2,2,1,0,47,FT
1045,Sales & Marketing,region_31,Bachelor's,m,other,1,38,4,9,0,0,50,FT
37275,Procurement,region_4,Master's & above,m,other,1,39,3,9,1,0,71,PT
51670,Sales & Marketing,region_7,Master's & above,m,other,1,33,5,5,0,0,61,PT
45885,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,31,1,7,0,0,51,PT
64518,Finance,region_22,Bachelor's,f,sourcing,1,25,3,2,0,0,62,PT
13332,Finance,region_26,Bachelor's,m,other,1,27,5,2,1,1,56,PT
48326,Sales & Marketing,region_25,Bachelor's,f,other,1,27,5,3,1,0,50,PT
39663,Technology,region_2,Bachelor's,m,referred,1,32,2,7,1,0,77,PT
13110,Operations,region_15,Bachelor's,m,other,1,26,1,4,0,0,60,PT
77940,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,26,1,3,0,0,51,PT
19854,Operations,region_2,Bachelor's,f,sourcing,1,38,3,4,1,0,60,PT
48340,HR,region_22,Master's & above,m,other,1,34,3,4,1,0,53,PT
